Tract ID,Parish,Parish FIPS,Series Intitiated,Series Completed,Population (2018),ldhh,x,y
22015010702,Bossier,22015,1273,1070,4432,7,-93.69283299999995,32.50908300000003
22015010801,Bossier,22015,1130,934,3233,7,-93.70825999999994,32.502537000000075
22015010804,Bossier,22015,3197,2742,8449,7,-93.65183299999995,32.46824300000003
22015010805,Bossier,22015,1247,1046,3444,7,-93.68387599999994,32.47552900000005
22015010806,Bossier,22015,1715,1484,4291,7,-93.67070799999999,32.48505800000004
22015010900,Bossier,22015,295,248,4884,7,-93.59970899999996,32.50038500000005
22015011001,Bossier,22015,3022,2586,8913,7,-93.53945199999998,32.44731100000007
22015011002,Bossier,22015,2332,2023,4093,7,-93.50754499999994,32.35087600000003
22015011103,Bossier,22015,3162,2702,7297,7,-93.54527999999999,32.69447700000006
22015011105,Bossier,22015,2873,2438,6807,7,-93.57581299999998,32.55368000000004
22015011106,Bossier,22015,2825,2370,8285,7,-93.49539199999998,32.57232700000003
22015011107,Bossier,22015,685,580,2443,7,-93.74329399999999,32.69243200000005
22015011108,Bossier,22015,6730,5802,15776,7,-93.70031699999998,32.64233800000005
22015011109,Bossier,22015,3827,3195,7886,7,-93.64955899999995,32.553757000000076
22015011110,Bossier,22015,3646,3215,8557,7,-93.71903199999997,32.57856000000004
22015011200,Bossier,22015,2120,1812,5144,7,-93.65989699999994,32.87169300000005
22015011300,Bossier,22015,483,382,1677,7,-93.72824099999997,32.517570000000035
22017020500,Caddo,22017,1008,848,3074,7,-93.76144399999998,32.534470000000056
22017020600,Caddo,22017,,,720,7,-93.76684599999999,32.51546500000006
22017020700,Caddo,22017,,,753,7,-93.77053099999995,32.507187000000044
22017021000,Caddo,22017,538,456,1839,7,-93.75100699999996,32.49070700000004
22017021100,Caddo,22017,887,705,2500,7,-93.73745699999995,32.49631900000003
22017021200,Caddo,22017,1351,1187,3293,7,-93.73789999999997,32.48709100000008
22017021300,Caddo,22017,838,707,2370,7,-93.72089399999999,32.495937000000026
22017021400,Caddo,22017,826,694,2398,7,-93.71050299999996,32.48752600000006
22017021500,Caddo,22017,974,843,2311,7,-93.72994999999997,32.47539900000004
22017021600,Caddo,22017,1959,1743,3819,7,-93.74658999999997,32.47552500000006
22017021700,Caddo,22017,775,615,1668,7,-93.76721199999997,32.47594800000007
22017021800,Caddo,22017,587,500,1153,7,-93.76862299999999,32.487194000000045
22017021900,Caddo,22017,460,400,1266,7,-93.77342199999998,32.49784100000005
22017022000,Caddo,22017,615,536,1847,7,-93.78713199999999,32.50532500000003
22017022100,Caddo,22017,2065,1776,5825,7,-93.79444099999995,32.49421700000005
22017022200,Caddo,22017,1782,1516,5357,7,-93.81719199999998,32.47525800000005
22017022300,Caddo,22017,749,620,2445,7,-93.78868899999998,32.478424000000075
22017022400,Caddo,22017,903,731,3026,7,-93.78640699999994,32.463940000000036
22017022500,Caddo,22017,1461,1229,5045,7,-93.76647899999995,32.46322600000008
22017022600,Caddo,22017,1898,1738,2986,7,-93.74608599999999,32.461884000000055
22017022700,Caddo,22017,1153,1008,2481,7,-93.72844699999996,32.462879000000044
22017022800,Caddo,22017,1981,1736,3949,7,-93.71555299999994,32.466053000000045
22017022900,Caddo,22017,1957,1708,4468,7,-93.70027899999997,32.46940600000005
22017023000,Caddo,22017,2501,2207,4612,7,-93.71741499999996,32.45052300000003
22017023100,Caddo,22017,914,793,1453,7,-93.73720599999996,32.44519400000007
22017023200,Caddo,22017,439,356,1547,7,-93.75156399999997,32.44800200000003
22017023300,Caddo,22017,613,516,2482,7,-93.76818099999997,32.44898600000005
22017023400,Caddo,22017,2047,1665,6596,7,-93.79107699999997,32.44437800000003
22017023500,Caddo,22017,1118,925,3389,7,-93.80296299999998,32.45690500000006
22017023600,Caddo,22017,1042,852,3137,7,-93.81926699999997,32.46052600000007
22017023700,Caddo,22017,1858,1494,6757,7,-93.76599099999999,32.43361300000004
22017023800,Caddo,22017,2768,2392,5387,7,-93.74020399999995,32.429756000000054
22017023901,Caddo,22017,3574,3111,6613,7,-93.69222299999996,32.431133000000045
22017023903,Caddo,22017,2146,1844,4262,7,-93.74162299999995,32.401455000000055
22017023904,Caddo,22017,1657,1480,3325,7,-93.72258799999997,32.43191500000006
22017023905,Caddo,22017,2275,1974,4586,7,-93.71090699999996,32.417362000000026
22017024000,Caddo,22017,7241,6373,12175,7,-93.62529799999999,32.31937400000004
22017024102,Caddo,22017,1514,1309,3676,7,-93.80163599999997,32.350677000000076
22017024104,Caddo,22017,2653,2259,7496,7,-93.77843499999994,32.41277300000007
22017024106,Caddo,22017,2848,2438,7438,7,-93.82796499999995,32.39859800000005
22017024107,Caddo,22017,1875,1585,5135,7,-93.80430599999994,32.42177200000003
22017024108,Caddo,22017,2808,2422,6516,7,-93.80126999999999,32.38873700000005
22017024109,Caddo,22017,1578,1338,4158,7,-93.77615399999996,32.39154800000006
22017024201,Caddo,22017,1682,1449,4547,7,-93.85199699999998,32.42056300000007
22017024202,Caddo,22017,2806,2382,6960,7,-93.89205899999996,32.36002700000006
22017024203,Caddo,22017,1649,1391,4807,7,-93.96153299999997,32.28204000000005
22017024301,Caddo,22017,3148,2770,6694,7,-93.95490299999994,32.482319000000075
22017024303,Caddo,22017,1955,1649,5639,7,-93.88378099999994,32.43576000000007
22017024304,Caddo,22017,1963,1690,5048,7,-93.98063699999994,32.41443600000002
22017024400,Caddo,22017,2242,1951,4594,7,-93.84320099999997,32.48812900000007
22017024503,Caddo,22017,1612,1351,5245,7,-93.84751099999994,32.61101200000007
22017024504,Caddo,22017,1870,1541,6438,7,-93.97705799999994,32.62657900000005
22017024601,Caddo,22017,1268,992,5187,7,-93.81939699999998,32.56316000000004
22017024602,Caddo,22017,1531,1286,5034,7,-93.79820299999994,32.53228000000007
22017024700,Caddo,22017,891,766,1840,7,-93.78843699999999,32.58089800000005
22017024800,Caddo,22017,349,280,918,7,-93.83399199999997,32.70441800000003
22017024900,Caddo,22017,705,596,3451,7,-93.97731799999997,32.82114000000007
22017025000,Caddo,22017,1037,866,3627,7,-93.97904199999994,32.87286400000005
22017025100,Caddo,22017,441,376,1776,7,-93.89724699999994,32.938946000000044
22017025200,Caddo,22017,519,460,876,7,-93.76090999999997,32.49961100000007
22017025300,Caddo,22017,565,458,1484,7,-93.74565899999999,32.50893000000008
22017025405,Caddo,22017,1786,1535,4624,7,-93.86904899999996,32.58447600000005
22017025406,Caddo,22017,1585,1369,4239,7,-93.90876799999995,32.54628800000006
22017980000,Caddo,22017,,,0,7,-93.82515699999999,32.44595300000003
22019000100,Calcasieu,22019,1025,869,2088,5,-93.21330999999998,30.228519000000063
22019000200,Calcasieu,22019,584,489,1535,5,-93.22122199999995,30.24441500000006
22019000300,Calcasieu,22019,625,544,2106,5,-93.20052299999998,30.256516000000033
22019000400,Calcasieu,22019,408,347,1060,5,-93.19899699999996,30.232050000000072
22019000500,Calcasieu,22019,1744,1512,3440,5,-93.22717999999998,30.223404000000073
22019000600,Calcasieu,22019,2488,2099,7485,5,-93.18723299999994,30.21908600000006
22019000700,Calcasieu,22019,1652,1448,4695,5,-93.23574099999996,30.207621000000074
22019000800,Calcasieu,22019,1083,895,3534,5,-93.21021299999995,30.205194000000063
22019000900,Calcasieu,22019,1954,1662,3933,5,-93.19163499999996,30.203760000000045
22019001000,Calcasieu,22019,1865,1649,3497,5,-93.22718799999996,30.18737600000003
22019001100,Calcasieu,22019,1305,1080,4924,5,-93.21205099999997,30.186663000000067
22019001201,Calcasieu,22019,1632,1376,5048,5,-93.19708999999995,30.186518000000035
22019001202,Calcasieu,22019,863,693,3236,5,-93.18435699999998,30.18707100000006
22019001300,Calcasieu,22019,3003,2606,6494,5,-93.22108499999996,30.15943500000003
22019001400,Calcasieu,22019,2266,1941,5474,5,-93.16163599999999,30.270399000000054
22019001500,Calcasieu,22019,696,598,1639,5,-93.18045799999999,30.236151000000064
22019001600,Calcasieu,22019,1236,1063,4794,5,-93.15273999999994,30.223726000000056
22019001700,Calcasieu,22019,3253,2743,9848,5,-93.16935699999999,30.120895000000075
22019001801,Calcasieu,22019,4499,3900,10986,5,-93.27393299999994,30.107653000000028
22019001901,Calcasieu,22019,1884,1655,3669,5,-93.25876599999998,30.194431000000066
22019001903,Calcasieu,22019,2874,2475,6618,5,-93.24285099999997,30.15829300000007
22019001904,Calcasieu,22019,3077,2664,5893,5,-93.26208499999996,30.176041000000055
22019002000,Calcasieu,22019,2945,2459,10392,5,-93.04750799999994,30.177963000000034
22019002100,Calcasieu,22019,746,621,3254,5,-93.01347399999997,30.233381000000065
22019002201,Calcasieu,22019,2929,2493,8694,5,-93.20033299999994,30.35618400000004
22019002203,Calcasieu,22019,2215,1866,6739,5,-93.22189299999997,30.313990000000047
22019002204,Calcasieu,22019,1766,1499,5295,5,-93.19712799999996,30.29911400000003
22019002300,Calcasieu,22019,942,819,2847,5,-93.40328999999997,30.35423300000008
22019002400,Calcasieu,22019,1255,1050,6118,5,-93.43532599999998,30.449249000000066
22019002500,Calcasieu,22019,1356,1134,3744,5,-93.24405699999994,30.273104000000046
22019002600,Calcasieu,22019,1477,1277,4735,5,-93.25835399999994,30.252916000000027
22019002700,Calcasieu,22019,2215,1838,7572,5,-93.40911099999994,30.262526000000037
22019002800,Calcasieu,22019,978,803,4143,5,-93.37648799999994,30.242067000000077
22019002900,Calcasieu,22019,622,524,2278,5,-93.38391099999996,30.226765000000057
22019003000,Calcasieu,22019,1550,1287,4630,5,-93.36376199999995,30.226429000000053
22019003101,Calcasieu,22019,2009,1757,4892,5,-93.33738699999998,30.225813000000073
22019003102,Calcasieu,22019,1006,896,2314,5,-93.31777999999997,30.230654000000072
22019003200,Calcasieu,22019,571,475,1952,5,-93.37853199999995,30.119473000000028
22019003300,Calcasieu,22019,1675,1474,5034,5,-93.37063599999999,30.179039000000046
22019003400,Calcasieu,22019,1530,1334,5887,5,-93.55313099999995,30.126930000000073
22019003500,Calcasieu,22019,853,730,3413,5,-93.57941399999999,30.197393000000034
22019003600,Calcasieu,22019,787,684,4253,5,-93.62858599999998,30.290194000000042
22019980000,Calcasieu,22019,,,0,5,-93.14354699999996,30.20882400000005
22019980100,Calcasieu,22019,,,0,5,-93.22016099999996,30.123703000000035
22021000100,Caldwell,22021,704,641,2651,8,-92.00034299999999,32.12831900000003
22021000200,Caldwell,22021,632,559,2911,8,-92.22013899999996,32.115841000000046
22021000300,Caldwell,22021,910,784,4434,8,-92.08697499999994,31.994879000000026
22023970100,Cameron,22023,1332,1121,5070,5,-92.92551399999996,29.862074000000064
22023970201,Cameron,22023,518,465,1798,5,-93.58404499999995,29.88978000000003
22023990000,Cameron,22023,,,0,5,-93.24337799999995,29.68961100000007
22025000100,Catahoula,22025,841,723,4719,6,-91.80417599999998,31.801750000000027
22025000200,Catahoula,22025,927,774,2143,6,-91.84324599999997,31.612137000000075
22025000300,Catahoula,22025,907,750,3031,6,-91.90734099999997,31.47767600000003
22027950100,Claiborne,22027,1047,896,3147,7,-92.86008499999997,32.863361000000054
22027950200,Claiborne,22027,759,672,4205,7,-93.10800899999998,32.89152900000005
22027950300,Claiborne,22027,752,636,2796,7,-93.13404099999997,32.975002000000075
22027950400,Claiborne,22027,984,817,3251,7,-93.06111099999998,32.78229100000004
22027950500,Claiborne,22027,785,649,2754,7,-93.03047199999997,32.66495500000008
22029000100,Concordia,22029,746,618,2104,6,-91.55982999999998,31.680420000000026
22029000200,Concordia,22029,1586,1288,5418,6,-91.57135799999998,31.625351000000023
22029000300,Concordia,22029,1079,855,4002,6,-91.50873599999994,31.56565900000004
22029000400,Concordia,22029,1639,1358,4191,6,-91.43485999999996,31.57422100000008
22029000500,Concordia,22029,965,866,4306,6,-91.67627699999997,31.361200000000053
22031950100,De Soto,22031,3124,2598,10469,7,-93.75119799999999,32.24227900000005
22031950200,De Soto,22031,872,735,4137,7,-93.95420099999996,32.092167000000074
22031950300,De Soto,22031,879,752,2889,7,-93.61402099999998,32.070156000000054
22031950400,De Soto,22031,981,841,2940,7,-93.72492199999994,32.05170100000004
22031950500,De Soto,22031,671,573,1975,7,-93.72865299999995,31.97149100000007
22031950600,De Soto,22031,903,771,2714,7,-93.66123199999998,32.007614000000046
22031950700,De Soto,22031,675,571,2092,7,-93.72711899999996,31.917665000000056
22033000100,East Baton Rouge,22033,503,425,1764,2,-91.16091899999998,30.504429000000073
22033000200,East Baton Rouge,22033,2407,2003,6207,2,-91.13772599999999,30.498356000000058
22033000300,East Baton Rouge,22033,580,506,1630,2,-91.16226199999994,30.494120000000066
22033000400,East Baton Rouge,22033,1103,915,2696,2,-91.14856699999996,30.49268500000005
22033000500,East Baton Rouge,22033,1294,1041,3766,2,-91.16270399999996,30.47914700000007
22033000601,East Baton Rouge,22033,1201,987,2796,2,-91.14865099999997,30.483030000000042
22033000602,East Baton Rouge,22033,1855,1603,4388,2,-91.14815499999997,30.47203600000006
22033000701,East Baton Rouge,22033,757,614,2314,2,-91.12918099999996,30.48350700000003
22033000702,East Baton Rouge,22033,1327,1143,3240,2,-91.12593099999998,30.475029000000063
22033000900,East Baton Rouge,22033,1668,1416,3797,2,-91.16133899999994,30.461876000000075
22033001000,East Baton Rouge,22033,1367,1138,3442,2,-91.14728499999995,30.459555000000023
22033001102,East Baton Rouge,22033,1318,1103,3464,2,-91.10896299999996,30.461426000000074
22033001103,East Baton Rouge,22033,1118,961,3328,2,-91.13381999999996,30.460592000000076
22033001104,East Baton Rouge,22033,1212,895,4661,2,-91.12167399999998,30.460154000000045
22033001600,East Baton Rouge,22033,1805,1628,3318,2,-91.16067499999997,30.445778000000075
22033001700,East Baton Rouge,22033,3187,2766,5572,2,-91.14569099999994,30.442326000000037
22033001800,East Baton Rouge,22033,1222,1070,2405,2,-91.12540399999995,30.448124000000064
22033001900,East Baton Rouge,22033,1727,1573,2760,2,-91.12442799999997,30.439981000000046
22033002000,East Baton Rouge,22033,2344,2132,3419,2,-91.09891499999998,30.440615000000037
22033002200,East Baton Rouge,22033,551,468,1394,2,-91.17401099999995,30.43579100000005
22033002300,East Baton Rouge,22033,1816,1667,2444,2,-91.15904199999994,30.432878000000073
22033002400,East Baton Rouge,22033,1029,885,2468,2,-91.19049099999995,30.425745000000063
22033002500,East Baton Rouge,22033,1252,1077,2825,2,-91.17456099999998,30.42582100000004
22033002601,East Baton Rouge,22033,2655,2403,4301,2,-91.15653199999997,30.416761000000065
22033002602,East Baton Rouge,22033,2478,2201,4444,2,-91.13083599999999,30.402653000000043
22033002700,East Baton Rouge,22033,857,732,1726,2,-91.14498099999997,30.42588200000006
22033002801,East Baton Rouge,22033,423,358,2470,2,-91.18987999999996,30.412870000000055
22033002802,East Baton Rouge,22033,514,469,3836,2,-91.17082999999997,30.412266000000045
22033003000,East Baton Rouge,22033,1043,883,4516,2,-91.21651499999996,30.521088000000077
22033003101,East Baton Rouge,22033,1373,1148,4096,2,-91.17846699999996,30.53340000000003
22033003103,East Baton Rouge,22033,316,273,1277,2,-91.15991999999994,30.534283000000073
22033003201,East Baton Rouge,22033,1829,1584,4481,2,-91.12609899999995,30.54030000000006
22033003202,East Baton Rouge,22033,2091,1842,3526,2,-91.11143499999997,30.569815000000062
22033003300,East Baton Rouge,22033,2082,1760,4885,2,-91.16397899999998,30.515873000000056
22033003400,East Baton Rouge,22033,2920,2493,7019,2,-91.13494899999995,30.515333000000055
22033003501,East Baton Rouge,22033,1275,1093,3043,2,-91.08741799999996,30.509468000000027
22033003504,East Baton Rouge,22033,2937,2510,5859,2,-91.11084699999998,30.508047000000033
22033003505,East Baton Rouge,22033,1768,1471,4001,2,-91.10668899999996,30.491964000000053
22033003506,East Baton Rouge,22033,3591,3107,7334,2,-91.07990299999994,30.47964900000005
22033003507,East Baton Rouge,22033,2917,2557,4623,2,-91.04585999999995,30.48665200000005
22033003601,East Baton Rouge,22033,1748,1501,3386,2,-91.08763099999999,30.463936000000047
22033003603,East Baton Rouge,22033,1043,844,2340,2,-91.06495699999994,30.464796000000035
22033003604,East Baton Rouge,22033,1989,1577,6169,2,-91.04682199999996,30.46700500000003
22033003701,East Baton Rouge,22033,3362,3036,6086,2,-91.07871199999994,30.444502000000057
22033003702,East Baton Rouge,22033,1851,1618,3787,2,-91.06347699999998,30.44802500000003
22033003703,East Baton Rouge,22033,3806,3404,6339,2,-91.04650099999998,30.450600000000065
22033003801,East Baton Rouge,22033,4791,4290,7547,2,-91.11910999999998,30.418911000000037
22033003802,East Baton Rouge,22033,3304,2942,5246,2,-91.08589199999994,30.421846000000073
22033003804,East Baton Rouge,22033,3294,2993,4489,2,-91.09357499999999,30.40411400000005
22033003805,East Baton Rouge,22033,3567,3263,7413,2,-91.07326499999994,30.394623000000024
22033003904,East Baton Rouge,22033,2257,1928,5703,2,-91.03872699999994,30.43927000000008
22033003906,East Baton Rouge,22033,5256,4744,8774,2,-91.03457599999996,30.401379000000077
22033003907,East Baton Rouge,22033,2944,2622,5845,2,-91.04437999999999,30.421854000000053
22033003908,East Baton Rouge,22033,2322,2068,3444,2,-91.02653499999997,30.42166100000003
22033003909,East Baton Rouge,22033,2278,1973,5654,2,-91.06449099999998,30.42670400000003
22033003910,East Baton Rouge,22033,1199,955,3052,2,-91.05914299999995,30.411921000000063
22033004005,East Baton Rouge,22033,3306,2968,5848,2,-91.10767399999997,30.378426000000047
22033004006,East Baton Rouge,22033,5758,5313,9015,2,-91.08866899999998,30.368975000000034
22033004009,East Baton Rouge,22033,4776,4273,8964,2,-91.03633899999994,30.36226800000003
22033004010,East Baton Rouge,22033,2928,2671,4840,2,-91.06876399999999,30.357004000000074
22033004011,East Baton Rouge,22033,2162,1765,6819,2,-91.15102399999995,30.36359600000003
22033004013,East Baton Rouge,22033,1222,1020,3427,2,-91.19244399999997,30.39758900000004
22033004014,East Baton Rouge,22033,4149,3694,10439,2,-91.20255299999997,30.368090000000052
22033004015,East Baton Rouge,22033,3397,2852,7333,2,-91.12380999999993,30.352209000000073
22033004016,East Baton Rouge,22033,5039,4613,9628,2,-91.08334399999995,30.332977000000028
22033004201,East Baton Rouge,22033,2631,2297,6236,2,-91.15312999999998,30.560066000000063
22033004203,East Baton Rouge,22033,1493,1284,3149,2,-91.18740799999995,30.580639000000076
22033004204,East Baton Rouge,22033,1538,1256,3870,2,-91.14121999999998,30.601757000000077
22033004205,East Baton Rouge,22033,2659,2273,5831,2,-91.15079499999996,30.580978000000073
22033004301,East Baton Rouge,22033,2764,2396,6077,2,-91.07772099999994,30.59152000000006
22033004302,East Baton Rouge,22033,2220,1931,5742,2,-91.02146899999997,30.588921000000028
22033004401,East Baton Rouge,22033,2404,2100,4675,2,-91.05503099999999,30.526163000000054
22033004402,East Baton Rouge,22033,2362,1989,7003,2,-91.00302099999999,30.545124000000044
22033004403,East Baton Rouge,22033,2747,2390,6006,2,-91.00265499999995,30.499783000000036
22033004503,East Baton Rouge,22033,3020,2565,5585,2,-91.00944499999997,30.467737000000056
22033004504,East Baton Rouge,22033,3285,2864,6806,2,-91.00485999999995,30.451725000000067
22033004505,East Baton Rouge,22033,3605,3144,7350,2,-90.99365999999998,30.42790400000007
22033004507,East Baton Rouge,22033,2949,2624,5635,2,-91.00823999999994,30.40467600000005
22033004508,East Baton Rouge,22033,4775,4306,8881,2,-90.98767099999998,30.401297000000056
22033004509,East Baton Rouge,22033,3347,2916,7100,2,-91.01782999999995,30.37440900000007
22033004510,East Baton Rouge,22033,4115,3661,8251,2,-90.95932799999997,30.364948000000027
22033004602,East Baton Rouge,22033,2165,1810,5721,2,-91.12607599999996,30.665888000000052
22033004603,East Baton Rouge,22033,2472,2127,4883,2,-91.24713099999997,30.630585000000053
22033004604,East Baton Rouge,22033,6010,5276,12730,2,-91.17613199999994,30.665073000000064
22033004700,East Baton Rouge,22033,2178,1860,6202,2,-90.98450499999996,30.66817100000003
22033004800,East Baton Rouge,22033,2015,1804,3631,2,-91.16442099999995,30.400873000000047
22033004900,East Baton Rouge,22033,3003,2773,4396,2,-91.14148699999998,30.391407000000072
22033005000,East Baton Rouge,22033,2211,2080,3230,2,-91.12451199999998,30.381561000000033
22033005100,East Baton Rouge,22033,1594,1399,3076,2,-91.18340299999994,30.46112400000004
22033005200,East Baton Rouge,22033,850,707,1991,2,-91.18717199999998,30.439175000000034
22033005300,East Baton Rouge,22033,1379,1126,2915,2,-91.17348499999997,30.44899600000008
22033980000,East Baton Rouge,22033,,,0,2,-91.15083299999998,30.53303900000003
22035000100,East Carroll,22035,966,849,1514,8,-91.20894599999997,32.894337000000064
22035000200,East Carroll,22035,437,350,3645,8,-91.24785599999996,32.65554800000007
22035000300,East Carroll,22035,715,637,2066,8,-91.19702899999999,32.795990000000074
22037951300,East Feliciana,22037,1066,887,2468,2,-91.00335699999994,30.94390500000003
22037951400,East Feliciana,22037,1489,1316,3597,2,-91.14762099999996,30.87307000000004
22037951501,East Feliciana,22037,506,455,1158,2,-91.25618699999995,30.71018600000008
22037951502,East Feliciana,22037,2907,2518,7681,2,-91.13930499999998,30.777649000000054
22037951600,East Feliciana,22037,1942,1655,4595,2,-90.94264999999996,30.79516600000005
22039950100,Evangeline,22039,1415,1189,6268,4,-92.33306899999997,30.844084000000066
22039950200,Evangeline,22039,355,280,1706,4,-92.50751499999996,30.80561300000005
22039950300,Evangeline,22039,1937,1712,5058,4,-92.51141399999995,30.583958000000052
22039950400,Evangeline,22039,2060,1672,6363,4,-92.37663299999997,30.663076000000046
22039950500,Evangeline,22039,1223,1047,3340,4,-92.29462399999994,30.703463000000056
22039950600,Evangeline,22039,1385,1174,3505,4,-92.27270499999997,30.69804400000004
22039950700,Evangeline,22039,1511,1340,3612,4,-92.22258799999997,30.721478000000047
22039950800,Evangeline,22039,1555,1317,3784,4,-92.30786899999998,30.598137000000065
22041950100,Franklin,22041,1104,973,3783,8,-91.61826299999996,32.309574000000055
22041950200,Franklin,22041,1494,1275,4446,8,-91.73445899999996,32.15298500000006
22041950300,Franklin,22041,1779,1483,5397,8,-91.73377999999997,32.17136800000003
22041950400,Franklin,22041,723,624,2887,8,-91.59150699999998,32.06885500000004
22041950500,Franklin,22041,438,378,1555,8,-91.82677499999994,32.036362000000054
22041950600,Franklin,22041,592,501,2254,8,-91.71163199999995,31.948229000000026
22043020100,Grant,22043,571,491,2977,6,-92.49626199999994,31.682957000000044
22043020200,Grant,22043,758,644,2569,6,-92.77578699999998,31.643463000000054
22043020300,Grant,22043,1030,907,3412,6,-92.64717099999996,31.460533000000055
22043020401,Grant,22043,1549,1279,5424,6,-92.46423299999998,31.531841000000043
